Wed Aug 31 16:49:37 IST 2011
Sender,SampleRate,UnixPlumTime,PlumTime,Voltage,Block Id,Sequence No
218,5,5,Thu Jan 01 05:30:05 IST 1970,4095,2,0
218,5,10,Thu Jan 01 05:30:10 IST 1970,4095,2,1
218,5,15,Thu Jan 01 05:30:15 IST 1970,4095,2,2
218,5,20,Thu Jan 01 05:30:20 IST 1970,4095,2,3
218,5,25,Thu Jan 01 05:30:25 IST 1970,4095,2,4
218,5,30,Thu Jan 01 05:30:30 IST 1970,4095,2,5
218,5,50,Thu Jan 01 05:30:50 IST 1970,4095,2,6
218,5,80,Thu Jan 01 05:31:20 IST 1970,4095,2,7
